heating beyond limits
overheated equipment
scorching hot
ignition point reached
scorched wires
scalding
fire hazard
blazing hot
thermal stress
hot air
heat damage
searing heat
smoldering
overheated engine
burning up
extreme temperature
excessive temperature
thermal event
thermal failure
combustion
hotspot
overheated circuit
thermal fatigue
heat soak
thermal degradation
heat-induced failure
overcooked
fire risk
thermal damage
flaming hot
thermal meltdown
hot spot detection
blowtorch effect
thermal overload
pyrolysis
pyrolytic carbon
scorch marks
thermal shock
excessive heat
ignition temperature exceeded
heat-induced error
combustible
hot to the touch
thermal runaway
overheated components
heat-induced damage
heat-induced malfunction
thermal exposure
