not holding
missing part
not closing properly
needs securing
leaking
not engaging
not secure enough
not sealing
cracked
loose bolt
needs realigning
not latching
worn out
needs welding
not centered
not sealing properly
needs fastening
needs lubrication
slipping off
loose hinge
unbalanced
needs calibration
not level
loose connection
needs replacement
needs realignment
loose latch
loose mechanism
needs reinforcement
needs adjustment
needs refurbishing
needs tightening
loose handle
needs reattaching
slipped out
not aligning correctly
not aligned
hinge broken
needs sealing
needs tightening inspection
loose door
not functioning
cracked seal
loose fitting
requires adjustment
out of alignment
needs repositioning
needs adjustment screw
