ceases suddenly
engine shut down
unexpected stoppage
unintended stop
ceases unexpectedly
spontaneous stoppage
unforeseen halt
randomly halts
spontaneously stops
power loss
unexpectedly terminates
unexpectedly ends
unplanned shutdown
sudden end
sudden halt
terminates suddenly
randomly terminates
unexpected shutdown
unexpected halt
stops without cause
unexpectedly stops
shuts down spontaneously
terminates operation
unforeseen stoppage
sudden shutdown
unplanned termination
unexpected stop
unintended shutdown
stops unexpectedly
unexpectedly halts operation
stops operation
unexpectedly shuts off
sudden stop
abruptly shuts down
unexpectedly quits
spontaneous halt
ceases spontaneously
ceases operation
spontaneous shutdown
randomly ceases
shuts down
unplanned end
sudden stoppage
stops without warning
spontaneous stop
randomly shuts down
abruptly terminates
spontaneously ceases
abrupt halt
abruptly ceases
randomly ends
unplanned stoppage
terminates unexpectedly
unforeseen stop
halts abruptly
shuts off
stops suddenly
unexpectedly stops running
abruptly ends
stops abruptly
suddenly stops
unexpected end
ceases functioning
unexpectedly ceases
ceases abruptly
spontaneous end
terminates abruptly
randomly stops working
unexpectedly halts
unplanned stop
abruptly stops
