buckled siding
damaged brace
corroded beyond repair
compromised
peeling
deteriorated ceiling
deteriorated balcony
corroded joint
corroded downspout
fractured beam
cracked deck
rusted frame
crumbling
deteriorated dormer
deteriorated
corroded anchor
failing connection
cracked
cracked slab
worn out
deteriorated patio
weakened support
failing roof
degraded
buckled garage door
weakened pergola
deteriorated door
weakened joist
punctured
collapsing
flaking
corroded flashing
sagging
cracked beam
rotted sill
weakened eaves
split seam
worn down
failing lintel
rusted ridge
fractured
split shingle
failing
corroded gazebo.
deteriorated soffit
rusted railing
snapped
rusted downspout
corroded bolt
cracked weld
eroded
failing stairs
crumbling foundation
corroded porch post
warped
deteriorated wall
cracked foundation
cracked chimney
sagged
heavily corroded
deteriorated fascia
broken
failed trim
failing gutter
weakened threshold
deteriorating
failed arbor
rusted
failing fascia
split floor
failed entryway
split
damaged
corroded tie rod
buckled
weakened structure
deteriorating support
rusted through
weakened
corroded
corroded vent
corroded railing
split fence
split gutter
cracked piling
buckled girder
corroded gate
buckled trellis
failed fastener
chipped
cracked window frame
cracked skylight
cracked retaining wall
rusted strut
deteriorated column
failed truss
rotted
