unsteady output levels
intermittent operation
variable behavior
inconsistent output
sporadic behavior
fluctuating output
random surges
randomly cutting out
random output fluctuations
unsteady behavior
unsteady operation
unreliable behavior
inconsistent levels
unpredictable behavior
unstable levels
variable performance
unpredictable levels
unsteady output
intermittently stopping
discontinuous operation
variable output
fluctuating performance
fluctuating levels
erratic functioning
erratic performance
unpredictable operation
variable output levels
unstable output
variable levels
inconsistent operation
unstable behavior
fluctuating unexpectedly
unsteady flow
inconstant operation
unstable performance
unstable functioning
fluctuating behavior
sporadic operation
random behavior
erratic behavior
flashing on and off
inconsistent behavior
unpredictable output
unreliable output
intermittent behavior
unreliable performance
unpredictable functioning
